id,agent,gaze,valence,rt,correct
654,human,open,positive,655.1369999989402,1
654,human,open,positive,652.6779999893624,1
654,human,closed,positive,579.4919999842532,1
654,robot,closed,positive,560.1139999884181,1
654,human,closed,negative,549.9699999990407,1
654,robot,closed,negative,758.2479999910574,1
654,human,closed,positive,640.6200000024401,1
654,robot,open,positive,610.2010000054725,1
654,robot,open,negative,706.7259999972302,1
654,robot,open,positive,619.84900000575,1
654,human,closed,positive,636.1519999830052,0
654,human,open,positive,1055.0030000049155,1
654,robot,closed,positive,651.8439999790862,1
654,human,closed,positive,697.2780000031926,1
654,human,open,negative,634.5789999840781,1
654,human,closed,positive,726.1439999835566,1
654,human,closed,negative,1073.1010000070091,1
654,robot,closed,negative,704.4049999925774,1
654,robot,closed,negative,613.5899999879766,1
654,robot,closed,negative,640.4969999860041,1
654,robot,closed,positive,836.6110000058543,1
654,human,closed,negative,668.5269999788143,1
654,human,closed,negative,566.0789999840781,1
654,human,closed,negative,622.4890000044834,1
654,robot,closed,positive,778.3729999945499,1
654,human,open,negative,795.9800000055693,1
654,robot,open,negative,817.0249999880325,1
654,robot,closed,negative,778.2949999924749,1
654,robot,open,negative,786.4719999865629,1
654,robot,closed,negative,836.4060000029858,1
654,robot,open,positive,817.3599999833386,1
654,robot,closed,positive,728.9650000073016,1
654,human,closed,negative,808.774999992922,1
654,robot,open,negative,785.0099999953527,1
654,robot,open,negative,847.2799999872223,1
654,human,open,negative,650.1590000053402,1
654,robot,closed,positive,1022.70000000461,1
654,robot,closed,positive,652.5269999797456,1
654,human,closed,positive,909.0910000058357,0
654,robot,open,positive,926.3450000043958,1
654,robot,open,negative,643.1520000027958,1
654,robot,open,negative,713.4939999848139,1
654,human,closed,positive,555.5239999934565,1
654,human,open,positive,624.1179999813903,1
654,robot,open,negative,621.0169999825303,1
654,robot,closed,negative,526.1369999819435,1
654,robot,open,negative,593.096000000136,1
654,robot,closed,positive,736.931999983266,1
654,robot,closed,negative,575.160999983782,1
654,human,closed,positive,698.0479999878444,1
654,robot,open,positive,635.2349999877624,1
654,human,open,positive,651.8830000027083,1
654,robot,open,positive,869.4270000010729,1
654,robot,open,negative,717.5600000058766,1
654,robot,closed,positive,617.2440000027418,1
654,robot,open,negative,604.528000006685,1
654,human,closed,negative,690.7449999994133,1
654,human,open,negative,629.6229999810457,1
654,human,closed,positive,656.7729999846779,0
654,human,open,negative,1361.0800000028685,1
654,human,open,positive,721.1599999959581,1
654,robot,closed,positive,830.4479999926407,1
654,robot,open,negative,833.4650000038091,1
654,human,closed,negative,578.8979999788571,1
654,human,open,negative,543.3099999905098,1
654,human,closed,positive,662.6529999950435,1
654,robot,open,positive,987.9379999798257,1
654,robot,open,positive,703.916000000434,1
654,robot,closed,negative,1141.4769999836572,1
654,robot,open,positive,767.6699999999255,1
654,human,closed,negative,667.7099999792408,1
654,robot,closed,positive,737.4050000032876,1
654,robot,closed,positive,923.7320000063628,1
654,human,closed,positive,2147.595000005793,1
654,robot,closed,negative,639.5399999816436,1
654,human,open,positive,679.1589999874122,1
654,human,open,positive,592.6520000069868,1
654,robot,closed,negative,684.5360000010114,1
654,human,closed,negative,886.1809999996331,1
654,robot,open,positive,718.3459999817424,1
654,robot,open,positive,1186.3850000014063,1
654,human,open,positive,752.9150000002701,1
654,robot,open,positive,595.2480000057258,1
654,human,open,negative,819.9350000033155,1
654,human,open,positive,895.177999984473,1
654,human,closed,negative,698.6009999937378,1
654,robot,closed,positive,586.0479999904055,1
654,robot,closed,negative,792.8849999862723,1
654,human,closed,negative,1087.889999996405,1
654,robot,closed,negative,709.2899999846704,1
654,human,open,negative,1137.8509999788366,1
654,human,closed,positive,1506.8660000027157,1
654,human,closed,positive,727.4260000034701,1
654,robot,open,positive,656.7949999806006,1
654,human,open,positive,615.0500000005122,1
654,robot,closed,positive,655.0419999998994,1
654,human,closed,positive,450.869999980554,1
654,robot,closed,negative,656.963999979198,1
654,robot,open,negative,528.8650000013877,1
654,human,open,negative,572.8539999902714,1
654,human,closed,negative,572.5110000038985,0
654,human,open,positive,615.1569999796338,1
654,robot,open,negative,541.9229999843519,1
654,human,closed,positive,663.411999983713,1
654,human,open,negative,593.4819999833126,1
654,human,open,negative,617.908999993233,1
654,robot,closed,negative,995.7659999944735,1
654,human,closed,negative,612.95799999265,1
654,human,closed,negative,580.8160000038333,1
654,robot,closed,positive,623.6530000055209,0
654,robot,closed,positive,669.3840000028722,1
654,robot,open,negative,568.5050000033807,1
654,human,open,negative,1132.372999994317,1
654,human,closed,negative,628.0720000038855,1
654,robot,open,positive,713.4019999925513,1
654,robot,closed,positive,580.4399999969173,1
654,human,open,negative,605.1219999941532,1
654,robot,closed,negative,548.3520000048447,1
654,robot,open,negative,711.4949999903329,1
654,human,closed,positive,634.4550000031013,1
654,robot,closed,negative,666.8009999822825,1
654,robot,open,positive,552.7280000075698,1
654,human,closed,positive,608.2899999888614,1
654,robot,closed,negative,515.9149999925867,1
654,robot,closed,positive,584.8519999957643,1
654,robot,closed,positive,776.877999996068,1
654,robot,open,positive,693.312999982154,1
654,human,closed,positive,697.1209999928251,1
654,robot,open,positive,655.7140000069048,0
654,human,open,positive,852.8459999943152,1
654,robot,closed,negative,698.697999981232,1
654,human,open,positive,509.7510000052862,1
654,human,open,negative,636.6169999798294,1
654,human,closed,positive,692.4590000051539,1
654,robot,open,positive,618.5529999923892,1
654,human,closed,positive,613.7040000041015,1
654,robot,open,negative,603.2729999963194,1
654,human,open,positive,563.5029999907129,1
654,human,closed,negative,665.3229999821633,1
654,robot,open,positive,604.6940000047907,1
654,robot,open,negative,624.9739999817684,1
654,human,closed,positive,525.2239999927115,1
654,human,closed,positive,598.4760000032838,1
654,robot,closed,positive,564.9489999855869,1
654,human,closed,negative,553.4630000044126,1
654,human,closed,negative,659.6449999848846,1
654,robot,open,negative,700.6419999792706,1
654,robot,open,negative,556.8249999918044,1
654,human,open,negative,581.7800000039861,1
654,robot,closed,negative,566.5179999861866,1
654,robot,closed,negative,543.9369999817573,1
654,human,open,negative,663.7009999828879,1
654,robot,closed,positive,611.1029999945313,0
654,human,open,positive,511.7019999967888,1
654,human,closed,negative,582.1349999995437,1
654,human,closed,positive,646.5999999972992,1
654,robot,closed,positive,633.1859999801964,1
654,human,open,positive,504.92199998535216,0
654,robot,open,negative,489.65599998505786,0
654,robot,open,positive,681.1669999875594,1
654,robot,closed,negative,589.623000002699,1
654,human,open,positive,1169.4149999795482,1
654,human,open,negative,661.2930000030901,1
654,robot,closed,negative,579.2319999826141,1
654,human,open,negative,598.5390000024345,1
654,robot,closed,positive,630.9769999820273,1
654,robot,open,positive,581.1249999837019,1
654,robot,open,positive,793.3919999944046,0
654,human,closed,negative,581.5569999902509,1
654,human,closed,negative,622.2509999994654,1
654,robot,open,negative,873.5259999807458,1
654,human,closed,positive,810.9779999824241,1
654,human,open,negative,923.8209999827668,1
654,human,open,positive,584.1589999862481,0
654,human,closed,negative,826.3759999957401,1
654,human,open,negative,561.6119999985676,1
654,robot,open,negative,527.8109999850858,1
654,robot,open,negative,487.5819999978412,1
654,human,open,negative,977.7829999960959,1
654,robot,closed,positive,869.5449999866541,1
654,human,closed,negative,565.388999997871,1
654,human,open,positive,540.1419999995269,1
654,human,open,positive,596.5480000029784,1
654,robot,closed,negative,933.4209999884479,1
654,robot,closed,positive,645.199999993667,1
652,robot,closed,positive,822.1480000501615,0
652,robot,open,positive,784.8350000045612,0
652,robot,open,positive,559.8840000514174,1
652,robot,open,negative,625.4960000375286,1
652,human,closed,positive,582.6310000011581,0
652,robot,closed,negative,661.3970000416157,0
652,human,closed,negative,928.8840000496712,0
652,robot,open,positive,506.7890000398038,0
652,human,closed,positive,571.1350000560633,1
652,human,closed,negative,569.8320000100066,0
652,robot,open,positive,884.8780000041588,0
652,robot,open,negative,797.5860000554239,1
652,human,open,positive,569.203000004869,0
652,robot,closed,positive,742.8850000075763,1
652,robot,open,negative,856.4799999993993,1
652,human,open,positive,707.9850000104634,1
652,human,open,positive,738.1120000389637,1
652,robot,closed,negative,792.2740000223275,1
652,robot,open,positive,646.2730000064475,1
652,human,closed,negative,597.6550000383286,1
652,human,open,positive,728.3230000269832,1
652,robot,open,positive,664.2220000455854,1
652,human,closed,negative,704.9830000414513,1
652,human,open,negative,682.6790000172332,1
652,robot,closed,positive,680.8140000140993,1
652,robot,closed,positive,933.0030000405386,1
652,human,open,negative,544.9050000290154,1
652,robot,closed,negative,1035.3180000493303,1
652,robot,closed,positive,679.3020000549732,1
652,robot,open,positive,574.925999999512,1
652,human,open,positive,650.5050000175834,1
652,human,closed,positive,606.9670000229962,1
652,robot,open,negative,841.8610000285553,1
652,human,closed,positive,662.3210000289837,1
652,robot,open,positive,658.9570000051754,1
652,robot,open,negative,593.2489999994868,1
652,robot,closed,negative,738.2800000121351,0
652,human,open,negative,616.3920000444632,1
652,human,closed,negative,610.0960000202758,0
652,robot,closed,positive,886.469000027515,1
652,human,closed,negative,550.2670000549406,1
652,human,open,negative,834.8900000388967,1
652,human,open,negative,685.7110000117682,1
652,robot,open,negative,591.3860000050627,1
652,robot,closed,negative,667.8070000010775,1
652,robot,closed,positive,591.5980000232812,1
652,robot,closed,negative,656.4340000482043,1
652,human,open,negative,644.6180000370368,1
652,human,open,positive,1160.0850000306964,1
652,human,closed,positive,739.771000049659,1
652,human,open,positive,611.8730000118958,0
652,human,closed,positive,756.9490000059595,1
652,human,open,positive,613.200000004028,1
652,robot,closed,negative,766.0440000414383,1
652,human,open,negative,619.4640000301879,1
652,human,closed,negative,664.1820000058506,1
652,robot,closed,negative,930.8580000189831,1
652,human,open,positive,1468.9430000036955,1
652,robot,closed,positive,590.6610000046203,1
652,human,closed,positive,699.1270000285003,1
652,human,closed,positive,676.5110000030836,1
652,robot,closed,negative,762.5060000286903,1
652,human,open,negative,624.2660000177566,1
652,robot,open,negative,922.8150000080932,1
652,human,open,negative,661.4210000029998,1
652,robot,open,positive,676.2219999998342,1
652,human,closed,negative,777.0580000407062,0
652,human,closed,positive,636.7070000136737,1
652,robot,open,negative,724.6200000024401,1
652,robot,closed,positive,961.4880000258563,1
652,robot,open,negative,643.0460000060266,1
652,robot,closed,negative,647.1430000322871,1
652,human,closed,negative,602.3750000433065,1
652,human,open,negative,849.185000002617,1
652,robot,open,negative,590.580000004964,1
652,human,open,negative,577.8510000449605,1
652,human,open,positive,708.6820000233129,0
652,robot,closed,positive,791.9700000176672,1
652,robot,closed,negative,556.9940000392962,1
652,robot,open,negative,668.2220000326633,1
652,robot,closed,negative,501.02800003788434,1
652,robot,open,negative,487.4530000507366,1
652,human,open,positive,687.4650000235997,1
652,robot,open,negative,566.5500000410248,1
652,robot,closed,positive,584.267000002088,1
652,human,open,positive,685.183000017656,1
652,human,closed,negative,562.0660000019707,1
652,human,closed,negative,629.8430000008084,1
652,human,closed,negative,896.2049999991432,1
652,human,closed,negative,838.662000040058,0
652,human,open,positive,888.2800000074785,1
652,human,open,negative,760.1130000527482,1
652,robot,closed,negative,518.5590000241064,1
652,human,open,negative,540.2890000098851,1
652,human,open,positive,774.4460000090767,1
652,robot,open,positive,678.0060000044759,1
652,human,open,positive,637.7290000277571,1
652,human,closed,positive,895.8170000521932,1
652,human,closed,positive,546.5510000272188,1
652,human,closed,negative,1115.8540000517387,1
652,robot,open,negative,1374.8330000040587,1
652,robot,open,positive,721.4820000338368,1
652,human,closed,negative,578.7950000315905,1
652,human,closed,positive,967.9860000463668,1
652,robot,closed,negative,650.719000009587,1
652,robot,open,positive,1100.261000000639,1
652,robot,closed,negative,725.4770000276621,1
652,human,closed,positive,626.5250000145752,1
652,robot,closed,positive,645.8370000075083,0
652,human,open,positive,1116.0240000388585,0
652,human,closed,negative,618.3380000353791,1
652,robot,closed,negative,584.9320000447333,1
652,robot,closed,positive,677.8230000138283,1
652,human,open,positive,848.1580000407994,1
652,robot,open,negative,637.96700001508,1
652,human,closed,positive,523.9200000271667,1
652,human,open,negative,563.5800000438467,1
652,robot,open,positive,594.2470000088215,1
652,robot,closed,positive,667.4620000061113,1
652,robot,closed,negative,631.1880000361707,1
652,robot,closed,positive,701.1410000566393,1
652,human,open,negative,690.5950000283774,1
652,robot,closed,negative,647.510000011418,1
652,human,open,negative,727.436000037007,1
652,human,closed,positive,821.75400001253,1
652,robot,closed,positive,636.7210000168998,1
652,robot,open,negative,709.2230000158306,1
652,robot,open,positive,642.7150000100955,1
652,human,closed,positive,813.6730000346433,1
652,robot,closed,positive,518.3300000210293,1
652,human,closed,positive,569.0200000319164,1
652,robot,open,negative,633.5830000443384,1
652,human,open,negative,528.6860000544693,0
652,robot,closed,positive,564.7150000238325,1
652,robot,open,positive,657.9670000539627,1
652,robot,open,positive,999.4910000148229,1
652,human,closed,negative,662.7570000225678,1
652,human,open,positive,512.6080000137445,1
652,robot,open,positive,490.2230000025593,1
652,human,open,negative,697.5260000450071,1
652,robot,open,negative,579.9750000187196,1
652,human,closed,positive,583.0110000185668,0
652,robot,open,positive,575.0420000401791,1
652,robot,open,negative,484.0890000448562,1
652,robot,open,negative,536.2910000230186,0
652,human,closed,negative,585.5140000018291,1
652,human,closed,positive,605.4900000032503,0
652,human,closed,negative,546.750000054948,1
652,robot,closed,negative,823.8540000438225,1
652,human,closed,positive,671.501000052318,1
652,robot,closed,positive,678.2820000406355,1
652,robot,open,positive,576.3920000451617,1
652,human,closed,negative,630.1950000436045,1
652,robot,closed,negative,698.7180000019725,0
652,human,open,negative,537.9170000459999,1
652,robot,closed,positive,614.0410000190604,1
652,human,open,negative,617.645000006305,1
652,robot,open,positive,670.4640000513755,1
652,robot,closed,negative,1087.0650000404567,1
652,robot,open,negative,630.1310000375379,1
652,robot,open,negative,811.4790000098292,1
652,human,closed,positive,681.3610000004992,1
652,human,open,positive,557.2010000471491,1
652,human,open,negative,590.6640000459738,1
652,robot,open,positive,592.4360000046436,1
652,human,closed,negative,713.4870000190567,1
652,robot,closed,positive,566.0950000218581,1
652,robot,closed,positive,870.7620000205934,1
652,human,closed,negative,540.4220000142232,1
652,human,open,negative,755.6110000414774,1
652,robot,open,negative,561.4850000536535,0
652,human,closed,positive,765.237000035122,1
652,human,open,positive,786.9720000410452,1
652,human,open,negative,692.6760000479408,1
652,robot,open,positive,703.5060000279918,1
652,human,open,positive,510.8550000432879,1
652,robot,closed,negative,710.3110000421293,1
652,robot,closed,negative,595.601000020979,1
652,robot,open,positive,899.6710000291932,1
652,human,open,positive,545.063000020571,1
652,robot,closed,positive,565.0920000446495,1
652,human,closed,positive,570.4500000313856,1
652,robot,closed,positive,486.76700000138953,1
652,human,open,positive,584.0250000236556,1
652,robot,open,negative,711.0660000143107,1
652,robot,open,positive,456.62900002114475,1
652,human,open,positive,493.118000006536,1
652,robot,open,positive,540.2590000496712,1
652,human,closed,positive,458.6230000501964,1
652,robot,closed,negative,582.1510000119451,1
652,human,open,negative,521.2220000324305,1
652,human,open,negative,840.1320000123233,1
652,robot,closed,negative,625.8930000497494,1
652,robot,open,negative,533.9370000201743,1
652,robot,open,positive,508.07100005587563,1
652,robot,closed,positive,477.247000036994,1
652,human,open,negative,523.5170000416692,1
652,human,closed,negative,686.0620000190102,1
652,human,open,positive,488.78600001335144,1
652,human,open,negative,508.59800004190765,1
652,robot,open,negative,926.3630000110716,1
652,robot,closed,positive,494.41300004837103,1
652,human,open,positive,664.2650000539143,1
652,human,closed,negative,605.9210000196472,1
652,human,closed,positive,559.8540000242647,1
652,human,closed,negative,499.4660000212025,1
652,robot,open,negative,557.0920000283513,1
652,robot,closed,negative,616.7450000310782,1
652,human,open,positive,564.0540000528563,1
652,human,closed,negative,765.7960000380408,1
652,robot,open,positive,690.5810000083875,1
652,human,closed,positive,583.541000053985,1
652,robot,closed,negative,593.6170000508428,1
652,robot,closed,positive,618.7970000489149,1
652,human,closed,positive,515.5560000271071,1
652,human,open,negative,780.721000013873,1
652,robot,closed,positive,450.46000004722737,1
652,robot,open,positive,489.38900004397146,1
652,human,open,positive,411.1660000407137,1
652,robot,open,positive,492.8820000295527,1
652,human,closed,positive,440.06300003407523,1
652,human,closed,positive,494.4790000007488,1
652,human,open,positive,471.94500000891276,1
652,robot,closed,negative,555.2620000066236,1
652,human,open,positive,476.15800002473406,1
652,human,open,positive,566.8860000397544,1
652,human,closed,positive,426.5330000540707,1
652,robot,closed,negative,446.1460000120569,0
652,robot,open,negative,587.61000002129,1
652,robot,closed,negative,589.1820000207517,0
652,robot,closed,positive,469.5680000449065,1
652,robot,open,negative,530.4080000370741,1
652,human,closed,negative,596.3450000532903,1
652,robot,open,positive,869.4420000391547,1
652,human,open,negative,785.3210000111721,1
652,human,closed,negative,570.2400000088383,1
652,human,open,positive,563.1510000370909,1
652,robot,open,positive,481.38800004380755,1
652,robot,open,negative,761.625,1
652,robot,open,negative,516.4400000404567,1
652,robot,open,negative,554.1550000316929,1
652,robot,closed,positive,818.9180000056513,1
652,human,open,negative,482.99100003158674,1
652,human,closed,positive,549.9480000205804,1
652,robot,closed,negative,515.566000007093,1
652,robot,closed,negative,543.3650000570342,0
652,robot,closed,positive,867.348000040045,1
652,human,open,negative,702.2970000156201,1
652,robot,closed,positive,614.4810000364669,1
652,human,closed,negative,626.18500005221,1
652,human,open,negative,617.4340000075754,1
652,robot,open,positive,666.258000016911,1
652,human,closed,negative,633.6290000369772,1
652,robot,open,negative,637.8920000398066,1
652,human,open,negative,564.8840000173077,1
652,human,closed,positive,501.7360000112094,1
652,human,open,negative,609.7370000230148,1
652,human,closed,negative,555.4720000398811,1
652,robot,closed,negative,506.03999999910593,1
652,human,closed,negative,588.0410000565462,1
652,robot,open,negative,687.0300000300631,1
652,robot,closed,positive,620.300000004936,1
652,human,closed,negative,622.2030000237282,1
652,human,open,positive,480.60500002349727,0
652,robot,open,negative,525.8420000518672,1
652,human,open,positive,514.4820000550244,1
652,robot,closed,negative,565.9520000098273,1
652,robot,closed,negative,775.617000043625,1
652,robot,closed,positive,447.3470000347588,1
652,robot,open,positive,496.701000017114,1
652,robot,open,positive,524.9720000312664,1
652,robot,open,positive,497.89200000977144,1
652,human,closed,positive,539.9870000495575,1
652,human,closed,positive,498.22600000863895,1
652,human,closed,negative,526.2970000132918,1
652,human,open,negative,493.0870000552386,0
652,robot,closed,positive,507.767000046093,1
652,robot,open,positive,468.7180000292137,1
652,human,closed,positive,481.40200000442564,1
652,human,closed,positive,443.5990000353195,1
652,robot,closed,positive,472.2630000417121,1
652,human,open,positive,476.07900005439296,1
652,human,open,positive,425.50700005190447,1
652,robot,closed,negative,580.4880000543781,1
652,robot,open,negative,550.4190000155941,1
652,human,open,negative,586.5880000414327,1
652,human,closed,negative,525.5589999989606,1
653,human,closed,negative,451.0600000000559,0
653,robot,closed,negative,621,1
653,human,closed,negative,516.3800000000047,1
653,robot,open,positive,526.3199999999488,1
653,human,closed,negative,567.640000000014,1
653,human,open,positive,510.95999999996275,1
653,robot,open,positive,568.8199999999488,1
653,human,closed,positive,637.1600000000326,1
653,robot,open,positive,592.8800000000047,1
653,human,closed,negative,520.4799999999814,1
653,human,closed,negative,624.8199999999488,1
653,human,closed,positive,488.11999999999534,1
653,robot,closed,negative,500.4399999999441,1
653,robot,closed,positive,448.3199999999488,1
653,human,open,positive,635.9599999999627,1
653,human,open,negative,561.359999999986,1
653,robot,open,negative,724.1999999999534,1
653,human,open,positive,455.6600000000326,1
653,human,open,positive,562.5799999999581,1
653,robot,open,negative,508.5,1
653,human,open,positive,550.5200000000186,1
653,human,closed,positive,510.5200000000186,1
653,robot,open,negative,647.4200000000419,1
653,human,open,positive,431.0600000000559,1
653,robot,closed,positive,477.4200000000419,1
653,human,closed,positive,475.6800000000512,1
653,human,open,negative,455.9399999999441,0
653,human,open,positive,500.95999999996275,1
653,robot,closed,negative,590.9599999999627,1
653,human,open,negative,533.5800000000745,1
653,robot,open,positive,715.8200000000652,1
653,human,closed,positive,571.8600000001024,1
653,robot,open,negative,486.13999999989755,1
653,robot,closed,positive,528.8400000000838,1
653,robot,closed,negative,631.1599999999162,1
653,human,closed,negative,555.7199999999721,1
653,human,open,negative,500.78000000002794,1
653,human,closed,positive,511.69999999995343,1
653,human,open,negative,522.6200000001118,1
653,robot,closed,positive,532.9199999999255,1
653,robot,closed,negative,683.2199999999721,1
653,robot,open,negative,636.6200000001118,1
653,human,closed,positive,420.87999999988824,1
653,human,closed,negative,468.1799999999348,1
653,human,closed,negative,464.54000000003725,1
653,human,open,negative,431.45999999996275,0
653,robot,closed,negative,495.7600000000093,1
653,robot,closed,positive,600.4199999999255,1
653,robot,open,negative,511.95999999996275,0
653,robot,closed,negative,742.0400000000373,1
653,robot,closed,positive,846.6599999999162,1
653,human,closed,negative,680.6799999999348,1
653,robot,closed,positive,523.0600000000559,0
653,robot,closed,negative,737.3400000000838,1
653,human,open,negative,639.9799999999814,1
653,robot,open,positive,890.6200000001118,1
653,robot,open,negative,502.2399999999907,1
653,robot,open,positive,904.9599999999627,1
653,human,open,negative,594.8799999998882,1
653,robot,open,negative,506.62000000011176,1
653,human,open,positive,486.5800000000745,1
653,robot,closed,negative,592.1599999999162,1
653,robot,open,positive,487.7600000000093,0
653,human,closed,positive,701.5,0
653,robot,closed,positive,451.4799999999814,1
653,robot,open,positive,449.4199999999255,1
653,robot,closed,positive,525.3999999999069,1
653,robot,open,negative,689.0600000000559,0
653,human,open,positive,532.6799999999348,1
653,robot,open,positive,620.0400000000373,1
653,human,open,negative,623.3600000001024,1
653,human,closed,positive,500.9399999999441,1
653,robot,closed,positive,383.63999999989755,1
653,robot,closed,negative,543,1
653,human,open,positive,488.60000000009313,0
653,human,closed,negative,500.19999999995343,1
653,robot,open,positive,418.04000000003725,1
653,human,closed,positive,498.10000000009313,1
653,robot,closed,positive,446.71999999997206,1
653,human,open,negative,585.6799999999348,1
653,robot,closed,negative,513.9799999999814,0
653,human,closed,positive,430.95999999996275,1
653,human,closed,negative,445.60000000009313,1
653,human,open,positive,444.21999999997206,1
653,human,closed,positive,428.86000000010245,1
653,robot,closed,negative,679.1399999998976,1
653,robot,closed,negative,506.4799999999814,1
653,robot,closed,negative,501.3400000000838,1
653,human,closed,positive,497.3400000000838,1
653,human,closed,negative,493.37999999988824,1
653,robot,closed,positive,738.0400000000373,1
653,human,closed,negative,562.6599999999162,1
653,human,open,positive,491.5600000000559,1
653,robot,closed,positive,581.2199999999721,1
653,robot,open,positive,432.63999999989755,0
653,robot,closed,negative,665.2199999999721,1
653,human,closed,positive,542.1799999999348,1
653,robot,open,positive,440.8400000000838,0
653,human,open,negative,628.4199999999255,1
653,human,open,negative,583.0600000000559,1
653,robot,closed,positive,762.4199999999255,1
653,human,open,positive,522.7199999999721,1
653,human,open,negative,704.0600000000559,1
653,human,open,negative,671.0200000000186,1
653,robot,open,negative,592.4199999999255,1
653,robot,open,negative,582.0400000000373,0
653,human,closed,positive,557.6799999999348,1
653,human,closed,positive,485.63999999989755,1
653,robot,closed,positive,452.2399999999907,1
653,robot,open,negative,527.3000000000466,1
653,human,closed,positive,616.5,1
653,human,open,positive,494.4799999999814,1
653,robot,open,positive,428.1599999999162,1
653,human,open,negative,429.4399999999441,1
653,robot,open,positive,585.7199999999721,1
653,robot,open,negative,513.3400000000838,1
653,robot,closed,positive,508.36000000010245,1
653,human,open,positive,456.3200000000652,1
653,human,open,negative,549.9399999999441,1
653,human,closed,negative,604.5800000000745,1
653,human,closed,negative,578.5200000000186,1
653,robot,open,negative,600.7600000000093,1
653,human,open,positive,464.45999999996275,1
653,robot,closed,negative,573.4199999999255,0
653,human,closed,negative,549.3999999999069,1
653,human,open,negative,683.0400000000373,1
653,robot,open,positive,682.3999999999069,0
653,human,closed,negative,745.0600000000559,1
653,robot,open,positive,616.7399999999907,1
653,human,closed,negative,1088.719999999972,0
653,robot,open,negative,564.0200000000186,1
653,robot,open,negative,571.3400000000838,1
653,robot,closed,positive,639.6599999999162,1
653,robot,open,negative,579.3200000000652,1
653,robot,closed,negative,632.9799999999814,1
653,robot,closed,negative,821.6200000001118,1
653,robot,closed,positive,578.9399999999441,1
653,human,open,positive,522.3200000000652,1
653,robot,open,positive,500.5800000000745,1
653,robot,open,positive,762.3000000000466,1
653,human,open,negative,555.1000000000931,1
653,human,open,positive,828.1599999999162,1
653,human,closed,positive,1068.4799999999814,1
653,robot,open,negative,576.9199999999255,1
653,robot,open,negative,504.1599999999162,1
653,human,open,negative,422.10000000009313,1
653,human,closed,positive,423.10000000009313,1
653,robot,closed,positive,563.4199999999255,1
653,robot,open,positive,459.78000000002794,1
653,human,closed,positive,443.6799999999348,1
653,human,open,negative,521.3200000000652,1
653,robot,closed,positive,452.63999999989755,1
653,robot,closed,negative,434.63999999989755,1
653,human,open,positive,434.0600000000559,1
653,human,closed,positive,463.7399999999907,0
653,human,closed,negative,525.7199999999721,1
653,robot,open,positive,379.0200000000186,1
653,robot,closed,negative,647.3400000000838,1
653,robot,closed,positive,446.3400000000838,1
653,human,open,negative,492.89999999990687,1
653,robot,open,negative,503.6799999999348,1
653,human,closed,negative,608.5800000000745,1
653,human,open,positive,487.54000000003725,0
653,human,closed,negative,515.8200000000652,0
653,human,closed,positive,432.7399999999907,1
653,robot,open,negative,635.3799999998882,1
653,human,open,positive,481.0800000000745,1
653,robot,closed,positive,492.7399999999907,1
653,robot,open,positive,426.4199999999255,1
653,human,closed,positive,504.04000000003725,1
653,robot,open,positive,453.62000000011176,1
653,human,closed,negative,530.2600000000093,0
653,robot,open,negative,680.5400000000373,1
653,human,open,negative,680.1999999999534,1
653,robot,open,positive,603.4399999999441,1
653,robot,closed,negative,622.5600000000559,1
653,human,closed,negative,548.4599999999627,1
653,robot,closed,positive,527.0800000000745,1
653,robot,open,negative,490.37999999988824,1
653,human,open,negative,719.0200000000186,1
653,robot,open,negative,561.3400000000838,1
653,robot,closed,positive,521.3799999998882,1
653,robot,closed,negative,468.69999999995343,1
653,human,open,positive,449.9799999999814,1
653,robot,open,negative,480.62000000011176,1
653,robot,closed,positive,680.8200000000652,1
653,robot,closed,negative,586.5200000000186,1
653,robot,open,positive,561.1200000001118,1
653,human,open,positive,505.0600000000559,1
653,robot,closed,positive,439.13999999989755,1
653,human,open,positive,406.7399999999907,1
653,human,closed,positive,642.7399999999907,1
653,robot,closed,positive,456.3400000000838,1
653,human,open,negative,486.30000000004657,1
653,human,open,negative,388.28000000002794,1
653,human,open,positive,470.60000000009313,1
653,robot,open,positive,451.6599999999162,1
653,robot,open,positive,543.4599999999627,0
653,robot,closed,negative,474.0800000000745,1
653,robot,closed,negative,628.3999999999069,1
653,human,closed,positive,443.69999999995343,0
653,human,open,negative,488.71999999997206,1
653,robot,open,negative,564.3600000001024,1
653,human,closed,negative,508.30000000004657,1
653,human,open,positive,535.2199999999721,1
653,robot,open,negative,590.5800000000745,1
653,human,closed,positive,565.2199999999721,1
653,human,closed,negative,620.2399999999907,1
653,robot,closed,negative,529.4799999999814,1
653,human,closed,positive,461.8400000000838,1
653,robot,closed,negative,599.1000000000931,1
653,robot,open,positive,448.12000000011176,1
653,human,open,positive,571.7399999999907,1
653,human,closed,negative,422.04000000003725,1
653,human,closed,negative,640.3400000000838,1
653,human,open,negative,472.0200000000186,1
653,robot,closed,negative,414.87999999988824,1
653,robot,closed,positive,463.80000000004657,1
653,human,open,positive,429.1799999999348,1
653,human,closed,negative,445.36000000010245,1
653,robot,open,negative,443.3200000000652,0
653,human,closed,negative,443.87999999988824,1
653,human,closed,negative,504.54000000003725,1
653,human,closed,positive,375.54000000003725,1
653,robot,closed,positive,487.80000000004657,0
653,human,closed,negative,686.4399999999441,1
653,human,closed,negative,562.1200000001118,0
653,human,closed,positive,474.37999999988824,1
653,human,closed,positive,502.71999999997206,1
653,human,closed,negative,466.71999999997206,1
