id,event,time_end,text
655,Fixation,743135.78,NA
655,Prime,743336,NA
655,Blank,743435.52,NA
655,Word,744012,NA
655,ISI,745017.36,NA
655,Trial,745017.36,NA
655,Fixation,745516.98,NA
655,Prime,745716.82,NA
655,Blank,745816.74,NA
655,Word,746622,NA
655,ISI,747631.52,NA
655,Trial,747631.52,NA
655,Fixation,748131.18,NA
655,Prime,748331.02,NA
655,Blank,748430.64,NA
655,Word,749074,NA
655,ISI,750078.9,NA
655,Trial,750078.9,NA
655,Fixation,750578.66,NA
655,Prime,750778.5,NA
655,Blank,750878.4,NA
655,Word,751340,NA
655,ISI,752360.02,NA
655,Trial,752360.02,NA
655,Fixation,752859.54,NA
655,Prime,753059.38,NA
655,Blank,753159.18,NA
655,Word,753777,NA
655,ISI,754790.88,NA
655,Trial,754790.88,NA
655,Fixation,755290.38,NA
655,Prime,755489.94,NA
655,Blank,755673.42,NA
655,Word,756215,NA
655,ISI,757222.28,NA
655,Trial,757222.28,NA
655,Fixation,757721.22,NA
655,Prime,757920.76,NA
655,Blank,758020.72,NA
655,Word,758511,NA
655,ISI,759519.42,NA
655,Trial,759519.42,NA
655,Fixation,760018.66,NA
655,Prime,760218.46,NA
655,Blank,760318.44,NA
655,Word,760965,NA
655,ISI,761966.62,NA
655,Trial,761966.62,NA
655,Fixation,762466.14,NA
655,Prime,762665.94,NA
655,Blank,762766.18,NA
655,Word,763309,NA
655,ISI,764314.48,NA
655,Trial,764314.48,NA
655,Fixation,764813.76,NA
655,Prime,765013.56,NA
655,Blank,765114,NA
655,Word,765730,NA
655,ISI,766728.8,NA
655,Trial,766728.8,NA
655,Fixation,767228.02,NA
655,Prime,767427.98,NA
655,Blank,767527.9,NA
655,Word,767933,NA
655,ISI,768943.16,NA
655,Trial,768943.16,NA
655,Fixation,769442.4,NA
655,Prime,769642.2,NA
655,Blank,769742,NA
655,Word,770294,NA
655,ISI,771307.58,NA
655,Trial,771307.58,NA
655,Fixation,771807.16,NA
655,Prime,772006.98,NA
655,Blank,772223.48,NA
655,Word,773011,NA
655,ISI,774021.3,NA
655,Trial,774021.3,NA
655,Fixation,774520.56,NA
655,Prime,774720.38,NA
655,Blank,774820.28,NA
655,Word,775340,NA
655,ISI,776352.26,NA
655,Trial,776352.26,NA
655,Fixation,776851.78,NA
655,Prime,777051.62,NA
655,Blank,777151.34,NA
655,Word,777699,NA
655,ISI,778699.88,NA
655,Trial,778699.88,NA
655,Fixation,779199.4,NA
655,Prime,779399.04,NA
655,Blank,779498.86,NA
655,Word,780074,NA
655,ISI,781080.82,NA
655,Trial,781080.82,NA
655,Fixation,781580.04,NA
655,Prime,781779.84,NA
655,Blank,781879.82,NA
655,Word,782402,NA
655,ISI,783411.52,NA
655,Trial,783411.52,NA
655,Fixation,783910.96,NA
655,Prime,784110.8,NA
655,Blank,784210.76,NA
655,Word,784715,NA
655,ISI,785725.98,NA
655,Trial,785725.98,NA
655,Fixation,786225.38,NA
655,Prime,786425.1,NA
655,Blank,786525.38,NA
655,Word,787153,NA
655,ISI,788173.58,NA
655,Trial,788173.58,NA
655,Fixation,788673.04,NA
655,Prime,788872.86,NA
655,Blank,788972.74,NA
655,Word,789574,NA
655,ISI,790587.72,NA
655,Trial,790587.72,NA
655,Fixation,791087.02,NA
655,Prime,791286.86,NA
655,Blank,791453.3,NA
655,Word,792012,NA
655,ISI,793018.64,NA
655,Trial,793018.64,NA
655,Fixation,793517.92,NA
655,Prime,793717.96,NA
655,Blank,793817.84,NA
655,Word,794558,NA
655,ISI,795582.76,NA
655,Trial,795582.76,NA
655,Fixation,796082.2,NA
655,Prime,796281.88,NA
655,Blank,796381.6,NA
655,Word,797075,NA
655,ISI,798080.2,NA
655,Trial,798080.2,NA
655,Fixation,798579.68,NA
655,Prime,798779.28,NA
655,Blank,798879.06,NA
655,Word,799433,NA
655,ISI,800427.76,NA
655,Trial,800427.76,NA
655,Fixation,800927.1,NA
655,Prime,801126.82,NA
655,Blank,801226.76,NA
655,Word,801808,NA
655,ISI,802809.08,NA
655,Trial,802809.08,NA
655,Fixation,803308.26,NA
655,Prime,803508.1,NA
655,Blank,803607.62,NA
655,Word,804043,NA
655,ISI,805073.64,NA
655,Trial,805073.64,NA
655,Fixation,805572.54,NA
655,Prime,805772.22,NA
655,Blank,805871.84,NA
655,Word,806403,NA
655,ISI,807420.74,NA
655,Trial,807420.74,NA
655,Fixation,807920.08,NA
655,Prime,808119.82,NA
655,Blank,808219.88,NA
655,Word,808668,NA
655,ISI,809684.82,NA
655,Trial,809684.82,NA
655,Fixation,810184.5,NA
655,Prime,810384.34,NA
655,Blank,810500.7,NA
655,Word,811090,NA
655,ISI,812099.34,NA
655,Trial,812099.34,NA
655,Fixation,812598.7,NA
655,Prime,812798.54,NA
655,Blank,812898.62,NA
655,Word,813324,NA
655,ISI,814330.28,NA
655,Trial,814330.28,NA
655,Fixation,814829.7,NA
655,Prime,815029.5,NA
655,Blank,815129.54,NA
655,Word,815621,NA
655,ISI,816627.98,NA
655,Trial,816627.98,NA
655,Fixation,817127.22,NA
655,Prime,817326.98,NA
655,Blank,817426.86,NA
655,Word,817918,NA
655,ISI,818925.68,NA
655,Trial,818925.68,NA
655,Fixation,819424.96,NA
655,Prime,819624.72,NA
655,Blank,819724.54,NA
655,Word,820637,NA
655,ISI,821672.9,NA
655,Trial,821672.9,NA
655,Fixation,822172.34,NA
655,Prime,822371.98,NA
655,Blank,822471.88,NA
655,Word,823011,NA
655,ISI,824020.48,NA
655,Trial,824020.48,NA
655,Fixation,824519.98,NA
655,Prime,824719.82,NA
655,Blank,824819.74,NA
655,Word,825419,NA
655,ISI,826417.86,NA
655,Trial,826417.86,NA
655,Fixation,826917.28,NA
655,Prime,827117.08,NA
655,Blank,827216.92,NA
655,Word,827918,NA
655,ISI,828915.48,NA
655,Trial,828915.48,NA
655,Fixation,829414.96,NA
655,Prime,829614.78,NA
655,Blank,829714.7,NA
655,Word,830216,NA
655,ISI,831213.38,NA
655,Trial,831213.38,NA
655,Fixation,831712.68,NA
655,Prime,831912.1,NA
655,Blank,832012.04,NA
655,Word,832575,NA
655,ISI,833577.16,NA
655,Trial,833577.16,NA
655,Fixation,834076.6,NA
655,Prime,834276.68,NA
655,Blank,834376.26,NA
655,Word,834856,NA
655,ISI,835875.1,NA
655,Trial,835875.1,NA
655,Fixation,836374.58,NA
655,Prime,836574.38,NA
655,Blank,836673.98,NA
655,Word,837433,NA
655,ISI,838439.14,NA
655,Trial,838439.14,NA
655,Fixation,838938.6,NA
655,Prime,839138.4,NA
655,Blank,839238.16,NA
655,Word,839918,NA
655,ISI,840936.34,NA
655,Trial,840936.34,NA
655,Fixation,841435.82,NA
655,Prime,841636.08,NA
655,Blank,841736,NA
655,Word,842261,NA
655,ISI,843267.28,NA
655,Trial,843267.28,NA
655,Fixation,843766.96,NA
655,Prime,843966.94,NA
655,Blank,844066.86,NA
655,Word,844700,NA
655,ISI,845714.8,NA
655,Trial,845714.8,NA
655,Fixation,846214.26,NA
655,Prime,846414.32,NA
655,Blank,846513.84,NA
655,Word,847121,NA
655,ISI,848129.28,NA
655,Trial,848129.28,NA
655,Fixation,848628.76,NA
655,Prime,848828.58,NA
655,Blank,848928.22,NA
655,Word,849465,NA
655,ISI,850476.66,NA
655,Trial,850476.66,NA
655,Fixation,850976.38,NA
655,Prime,851175.9,NA
655,Blank,851276.12,NA
655,Word,851824,NA
655,ISI,852824.46,NA
655,Trial,852824.46,NA
655,Fixation,853323.7,NA
655,Prime,853523.6,NA
655,Blank,853623.4,NA
655,Word,854277,NA
655,ISI,855288.7,NA
655,Trial,855288.7,NA
655,Fixation,855787.84,NA
655,Prime,855987.66,NA
655,Blank,856154.4,NA
655,Word,856918,NA
655,ISI,857935.68,NA
655,Trial,857935.68,NA
655,Fixation,858435.22,NA
655,Prime,858635.24,NA
655,Blank,858735.16,NA
655,Word,859418,NA
655,ISI,860433.6,NA
655,Trial,860433.6,NA
655,Fixation,860932.88,NA
655,Prime,861132.7,NA
655,Blank,861232.36,NA
655,Word,861902,NA
655,ISI,862914.22,NA
655,Trial,862914.22,NA
655,Fixation,863413.66,NA
655,Prime,863613.5,NA
655,Blank,863713.4,NA
655,Word,864386,NA
655,ISI,865394.82,NA
655,Trial,865394.82,NA
655,Fixation,865894.52,NA
655,Prime,866094.36,NA
655,Blank,866194.28,NA
655,Word,866761,NA
655,ISI,867775.94,NA
655,Trial,867775.94,NA
655,Fixation,868275.4,NA
655,Prime,868475.08,NA
655,Blank,868574.92,NA
655,Word,869136,NA
655,ISI,870140.2,NA
655,Trial,870140.2,NA
655,Fixation,870639.72,NA
655,Prime,870839.5,NA
655,Blank,870939,NA
655,Word,871511,NA
655,ISI,872520.98,NA
655,Trial,872520.98,NA
655,Fixation,873020.44,NA
655,Prime,873220.4,NA
655,Blank,873320.26,NA
655,Word,873855,NA
655,ISI,874868.72,NA
655,Trial,874868.72,NA
655,Fixation,875368.24,NA
655,Prime,875567.88,NA
655,Blank,875717.82,NA
655,Word,876418,NA
655,ISI,877416.14,NA
655,Trial,877416.14,NA
655,Fixation,877915.38,NA
655,Prime,878115.4,NA
655,Blank,878215.34,NA
655,Word,878700,NA
655,ISI,879713.56,NA
655,Trial,879713.56,NA
655,Fixation,880213.22,NA
655,Prime,880413.16,NA
655,Blank,880513.08,NA
655,Word,881386,NA
655,ISI,882394.22,NA
655,Trial,882394.22,NA
655,Fixation,882893.66,NA
655,Prime,883093.72,NA
655,Blank,883193.64,NA
655,Word,883918,NA
655,ISI,884925.1,NA
655,Trial,884925.1,NA
655,Fixation,885424.68,NA
655,Prime,885624.14,NA
655,Blank,885724.08,NA
655,Word,886277,NA
655,ISI,887289.46,NA
655,Trial,887289.46,NA
655,Fixation,887788.94,NA
655,Prime,887988.5,NA
655,Blank,888088.32,NA
655,Word,888668,NA
655,ISI,889670.34,NA
655,Trial,889670.34,NA
655,Fixation,890169.86,NA
655,Prime,890369.32,NA
655,Blank,890469.48,NA
655,Word,890933,NA
655,ISI,891934.56,NA
655,Trial,891934.56,NA
655,Fixation,892434.02,NA
655,Prime,892633.74,NA
655,Blank,892783.62,NA
655,Word,893340,NA
655,ISI,894348.8,NA
655,Trial,894348.8,NA
655,Fixation,894848.72,NA
655,Prime,895048.56,NA
655,Blank,895148.46,NA
655,Word,895591,NA
655,ISI,896613.26,NA
655,Trial,896613.26,NA
655,Fixation,897112.82,NA
655,Prime,897312.56,NA
655,Blank,897412.7,NA
655,Word,897980,NA
655,ISI,898977.86,NA
655,Trial,898977.86,NA
655,Fixation,899476.98,NA
655,Prime,899676.8,NA
655,Blank,899776.7,NA
655,Word,900387,NA
655,ISI,901408.42,NA
655,Trial,901408.42,NA
655,Fixation,901907.94,NA
655,Prime,902107.76,NA
655,Blank,902207.32,NA
655,Word,902793,NA
655,ISI,903805.68,NA
655,Trial,903805.68,NA
655,Fixation,904305.4,NA
655,Prime,904505.16,NA
655,Blank,904605.08,NA
655,Word,905121,NA
655,ISI,906120.46,NA
655,Trial,906120.46,NA
655,Fixation,906620.12,NA
655,Prime,906819.94,NA
655,Blank,906919.14,NA
655,Word,907512,NA
655,ISI,908517.78,NA
655,Trial,908517.78,NA
655,Fixation,909017.16,NA
655,Prime,909216.86,NA
655,Blank,909316.96,NA
655,Word,909809,NA
655,ISI,910815.22,NA
655,Trial,910815.22,NA
655,Fixation,911314.96,NA
655,Prime,911514.74,NA
655,Blank,911631.6,NA
655,Word,912199,NA
655,ISI,913213.02,NA
655,Trial,913213.02,NA
655,Fixation,913712.5,NA
655,Prime,913912.32,NA
655,Blank,914012.4,NA
655,Word,914699,NA
655,ISI,915726.92,NA
655,Trial,915726.92,NA
655,Experiment Block 4,915726.92,NA
655,Frame 4,915733,NA
655,Break_4,984012,NA
655,Sequence4,984012,NA
655,Fixation,984557.22,NA
655,Prime,984757.06,NA
655,Blank,984856.98,NA
655,Word,985386,NA
655,ISI,986405.4,NA
655,Trial,986405.4,NA
655,Fixation,986905.04,NA
655,Prime,987104.88,NA
655,Blank,987204.8,NA
655,Word,987700,NA
655,ISI,988719.54,NA
655,Trial,988719.54,NA
655,Fixation,989219.06,NA
655,Prime,989418.88,NA
655,Blank,989518.6,NA
655,Word,989933,NA
655,ISI,990950.62,NA
655,Trial,990950.62,NA
655,Fixation,991450.12,NA
655,Prime,991649.9,NA
655,Blank,991749.82,NA
655,Word,992246,NA
655,ISI,993264.68,NA
655,Trial,993264.68,NA
655,Fixation,993764.36,NA
655,Prime,993964.2,NA
655,Blank,994064.12,NA
655,Word,994543,NA
655,ISI,995545.72,NA
655,Trial,995545.72,NA
655,Fixation,996045.4,NA
655,Prime,996245.18,NA
655,Blank,996345.16,NA
655,Word,996762,NA
655,ISI,997776.98,NA
655,Trial,997776.98,NA
655,Fixation,998276.64,NA
655,Prime,998476.98,NA
655,Blank,998576.2,NA
655,Word,998949,NA
655,ISI,999958.06,NA
655,Trial,999958.06,NA
655,Fixation,1000457.4,NA
655,Prime,1000657.4,NA
655,Blank,1000757.3,NA
655,Word,1001293,NA
655,ISI,1002306.14,NA
655,Trial,1002306.14,NA
655,Fixation,1002805,NA
655,Prime,1003005.06,NA
655,Blank,1003104.96,NA
655,Word,1003590,NA
655,ISI,1004603.4,NA
655,Trial,1004603.4,NA
655,Fixation,1005102.98,NA
655,Prime,1005302.68,NA
655,Blank,1005469.2,NA
655,Word,1006011,NA
655,ISI,1007017.32,NA
655,Trial,1007017.32,NA
655,Fixation,1007517.06,NA
655,Prime,1007716.9,NA
655,Blank,1007816.82,NA
655,Word,1008276,NA
655,ISI,1009298.58,NA
655,Trial,1009298.58,NA
655,Fixation,1009798.48,NA
655,Prime,1009998.3,NA
655,Blank,1010098.22,NA
655,Word,1010761,NA
655,ISI,1011779.18,NA
655,Trial,1011779.18,NA
655,Fixation,1012278.64,NA
655,Prime,1012478.7,NA
655,Blank,1012578.6,NA
655,Word,1013058,NA
655,ISI,1014060.42,NA
655,Trial,1014060.42,NA
655,Fixation,1014560.08,NA
655,Prime,1014759.92,NA
655,Blank,1014859.84,NA
655,Word,1015386,NA
655,ISI,1016391.38,NA
655,Trial,1016391.38,NA
655,Fixation,1016890.84,NA
655,Prime,1017090.68,NA
655,Blank,1017190.28,NA
655,Word,1017793,NA
655,ISI,1018805.48,NA
655,Trial,1018805.48,NA
655,Fixation,1019305.06,NA
655,Prime,1019504.88,NA
655,Blank,1019604.64,NA
655,Word,1020121,NA
655,ISI,1021136.28,NA
655,Trial,1021136.28,NA
655,Fixation,1021635.74,NA
655,Prime,1021835.7,NA
655,Blank,1021935.44,NA
655,Word,1022511,NA
655,ISI,1023517.12,NA
655,Trial,1023517.12,NA
655,Fixation,1024016.72,NA
655,Prime,1024216.72,NA
655,Blank,1024349.94,NA
655,Word,1025011,NA
655,ISI,1026014.62,NA
655,Trial,1026014.62,NA
655,Fixation,1026514.32,NA
655,Prime,1026714.08,NA
655,Blank,1026813.86,NA
655,Word,1027402,NA
655,ISI,1028429.18,NA
655,Trial,1028429.18,NA
655,Fixation,1028928.36,NA
655,Prime,1029128.08,NA
655,Blank,1029244.64,NA
655,Word,1029871,NA
655,ISI,1030893.4,NA
655,Trial,1030893.4,NA
655,Fixation,1031392.76,NA
655,Prime,1031592.54,NA
655,Blank,1031692.16,NA
655,Word,1032355,NA
655,ISI,1033357.48,NA
655,Trial,1033357.48,NA
655,Fixation,1033856.62,NA
655,Prime,1034056.54,NA
655,Blank,1034156.36,NA
655,Word,1034730,NA
655,ISI,1035738.34,NA
655,Trial,1035738.34,NA
655,Fixation,1036237.66,NA
655,Prime,1036437.44,NA
655,Blank,1036537.26,NA
655,Word,1037089,NA
655,ISI,1038085.74,NA
655,Trial,1038085.74,NA
655,Fixation,1038585.5,NA
655,Prime,1038785.04,NA
655,Blank,1038884.86,NA
655,Word,1039465,NA
655,ISI,1040483.54,NA
655,Trial,1040483.54,NA
655,Fixation,1040982.96,NA
655,Prime,1041182.8,NA
655,Blank,1041282.68,NA
655,Word,1041824,NA
655,ISI,1042831.16,NA
655,Trial,1042831.16,NA
655,Fixation,1043330.66,NA
655,Prime,1043530.5,NA
655,Blank,1043646.98,NA
655,Word,1044402,NA
655,ISI,1045411.54,NA
655,Trial,1045411.54,NA
655,Fixation,1045911.4,NA
655,Prime,1046111.24,NA
655,Blank,1046211.16,NA
655,Word,1046778,NA
655,ISI,1047792.5,NA
655,Trial,1047792.5,NA
655,Fixation,1048292.06,NA
655,Prime,1048491.74,NA
655,Blank,1048591.66,NA
655,Word,1049199,NA
655,ISI,1050206.88,NA
655,Trial,1050206.88,NA
655,Fixation,1050706.6,NA
655,Prime,1050906.44,NA
655,Blank,1051006.36,NA
655,Word,1051605,NA
655,ISI,1052621.22,NA
655,Trial,1052621.22,NA
655,Fixation,1053120.42,NA
655,Prime,1053321,NA
655,Blank,1053420.06,NA
655,Word,1054152,NA
655,ISI,1055151.96,NA
655,Trial,1055151.96,NA
655,Fixation,1055651.46,NA
655,Prime,1055851.2,NA
655,Blank,1055950.9,NA
655,Word,1056558,NA
655,ISI,1057566.56,NA
655,Trial,1057566.56,NA
655,Fixation,1058065.64,NA
655,Prime,1058265.46,NA
655,Blank,1058365.38,NA
655,Word,1058855,NA
655,ISI,1059863.8,NA
655,Trial,1059863.8,NA
655,Fixation,1060363.28,NA
655,Prime,1060563.1,NA
655,Blank,1060663.02,NA
655,Word,1061091,NA
655,ISI,1062094.64,NA
655,Trial,1062094.64,NA
655,Fixation,1062594.36,NA
655,Prime,1062794.16,NA
655,Blank,1062893.82,NA
655,Word,1063403,NA
655,ISI,1064408.92,NA
655,Trial,1064408.92,NA
655,Fixation,1064908.7,NA
655,Prime,1065108.52,NA
655,Blank,1065208.36,NA
655,Word,1065716,NA
655,ISI,1066723.52,NA
655,Trial,1066723.52,NA
655,Fixation,1067222.78,NA
655,Prime,1067422.42,NA
655,Blank,1067572.3,NA
655,Word,1068152,NA
655,ISI,1069154.12,NA
655,Trial,1069154.12,NA
655,Fixation,1069653.54,NA
655,Prime,1069853.8,NA
655,Blank,1069953.72,NA
655,Word,1070466,NA
655,ISI,1071485.08,NA
655,Trial,1071485.08,NA
655,Fixation,1071984.56,NA
655,Prime,1072184.56,NA
655,Blank,1072284.56,NA
655,Word,1072825,NA
655,ISI,1073833.1,NA
655,Trial,1073833.1,NA
655,Fixation,1074332.44,NA
655,Prime,1074531.98,NA
655,Blank,1074631.9,NA
655,Word,1075309,NA
655,ISI,1076313.74,NA
655,Trial,1076313.74,NA
655,Fixation,1076813.22,NA
655,Prime,1077013.02,NA
655,Blank,1077112.94,NA
655,Word,1077543,NA
655,ISI,1078544.6,NA
655,Trial,1078544.6,NA
655,Fixation,1079044.06,NA
655,Prime,1079243.8,NA
655,Blank,1079343.7,NA
655,Word,1079965,NA
655,ISI,1080975.6,NA
655,Trial,1080975.6,NA
655,Fixation,1081474.94,NA
655,Prime,1081674.66,NA
655,Blank,1081774.82,NA
655,Word,1082246,NA
655,ISI,1083256.46,NA
655,Trial,1083256.46,NA
655,Fixation,1083755.96,NA
655,Prime,1083955.72,NA
655,Blank,1084055.58,NA
655,Word,1084714,NA
655,ISI,1085720.64,NA
655,Trial,1085720.64,NA
655,Fixation,1086220.22,NA
655,Prime,1086419.82,NA
655,Blank,1086619.64,NA
655,Word,1087184,NA
655,ISI,1088184.98,NA
655,Trial,1088184.98,NA
655,Fixation,1088684.48,NA
655,Prime,1088884.12,NA
655,Blank,1088983.94,NA
655,Word,1089511,NA
655,ISI,1090532.64,NA
655,Trial,1090532.64,NA
655,Fixation,1091032.1,NA
655,Prime,1091231.58,NA
655,Blank,1091331.8,NA
655,Word,1092075,NA
655,ISI,1093080,NA
655,Trial,1093080,NA
655,Fixation,1093579.28,NA
655,Prime,1093779.12,NA
655,Blank,1093879.04,NA
655,Word,1094543,NA
655,ISI,1095560.84,NA
655,Trial,1095560.84,NA
655,Fixation,1096060.32,NA
655,Prime,1096259.92,NA
655,Blank,1096359.98,NA
655,Word,1096981,NA
655,ISI,1097974.84,NA
655,Trial,1097974.84,NA
655,Fixation,1098474.54,NA
655,Prime,1098674.36,NA
655,Blank,1098773.94,NA
655,Word,1099183,NA
655,ISI,1100189.28,NA
655,Trial,1100189.28,NA
655,Fixation,1100688.94,NA
655,Prime,1100888.74,NA
655,Blank,1100988.64,NA
655,Word,1101418,NA
655,ISI,1102437.12,NA
655,Trial,1102437.12,NA
655,Fixation,1102936.4,NA
655,Prime,1103136.24,NA
655,Blank,1103236.16,NA
655,Word,1103933,NA
655,ISI,1104951.28,NA
655,Trial,1104951.28,NA
655,Fixation,1105450.48,NA
655,Prime,1105650.24,NA
655,Blank,1105816.78,NA
655,Word,1106308,NA
655,ISI,1107315.52,NA
655,Trial,1107315.52,NA
655,Fixation,1107815.04,NA
655,Prime,1108014.88,NA
655,Blank,1108114.8,NA
655,Word,1108559,NA
655,ISI,1109579.9,NA
655,Trial,1109579.9,NA
655,Fixation,1110079.32,NA
655,Prime,1110279.34,NA
655,Blank,1110379.26,NA
655,Word,1111105,NA
655,ISI,1112110.38,NA
655,Trial,1112110.38,NA
655,Fixation,1112610.16,NA
655,Prime,1112810,NA
655,Blank,1112909.84,NA
655,Word,1113559,NA
655,ISI,1114558.28,NA
655,Trial,1114558.28,NA
655,Fixation,1115057.44,NA
655,Prime,1115257.48,NA
655,Blank,1115357.4,NA
655,Word,1115886,NA
655,ISI,1116889.12,NA
655,Trial,1116889.12,NA
655,Fixation,1117388.3,NA
655,Prime,1117588.44,NA
655,Blank,1117688.24,NA
655,Word,1118184,NA
655,ISI,1119186.58,NA
655,Trial,1119186.58,NA
655,Fixation,1119686.26,NA
655,Prime,1119886.04,NA
655,Blank,1119985.9,NA
655,Word,1120605,NA
655,ISI,1121617.4,NA
655,Trial,1121617.4,NA
655,Fixation,1122117.1,NA
655,Prime,1122316.7,NA
655,Blank,1122416.64,NA
655,Word,1122996,NA
655,ISI,1124014.96,NA
655,Trial,1124014.96,NA
655,Fixation,1124514.54,NA
655,Prime,1124714.62,NA
655,Blank,1124814.54,NA
655,Word,1125402,NA
655,ISI,1126413.2,NA
655,Trial,1126413.2,NA
655,Fixation,1126912.2,NA
655,Prime,1127112.04,NA
655,Blank,1127211.94,NA
655,Word,1127965,NA
655,ISI,1128960.28,NA
655,Trial,1128960.28,NA
655,Fixation,1129459.66,NA
655,Prime,1129659.48,NA
655,Blank,1129759.32,NA
655,Word,1130497,NA
655,ISI,1131507.34,NA
655,Trial,1131507.34,NA
655,Fixation,1132007.02,NA
655,Prime,1132206.64,NA
655,Blank,1132306.42,NA
655,Word,1132934,NA
655,ISI,1133938.44,NA
655,Trial,1133938.44,NA
655,Fixation,1134437.9,NA
655,Prime,1134637.4,NA
655,Blank,1134737.56,NA
655,Word,1135340,NA
655,ISI,1136335.76,NA
655,Trial,1136335.76,NA
655,Fixation,1136835.54,NA
655,Prime,1137035.3,NA
655,Blank,1137135.22,NA
655,Word,1137653,NA
655,ISI,1138650.3,NA
655,Trial,1138650.3,NA
655,Fixation,1139149.82,NA
655,Prime,1139349.66,NA
655,Blank,1139482.8,NA
655,Word,1139996,NA
655,ISI,1140997.72,NA
655,Trial,1140997.72,NA
655,Fixation,1141497.4,NA
655,Prime,1141697.18,NA
655,Blank,1141797.1,NA
655,Word,1142340,NA
655,ISI,1143362.18,NA
655,Trial,1143362.18,NA
655,Fixation,1143861.66,NA
655,Prime,1144061.48,NA
655,Blank,1144161.08,NA
655,Word,1144605,NA
655,ISI,1145626.34,NA
655,Trial,1145626.34,NA
655,Fixation,1146125.84,NA
655,Prime,1146325.52,NA
655,Blank,1146425.7,NA
655,Word,1146996,NA
655,ISI,1148007.14,NA
655,Trial,1148007.14,NA
655,Fixation,1148506.74,NA
655,Prime,1148706.54,NA
655,Blank,1148806.42,NA
655,Word,1149324,NA
655,ISI,1150338.42,NA
655,Trial,1150338.42,NA
655,Fixation,1150837.76,NA
655,Prime,1151037.6,NA
655,Blank,1151137.44,NA
655,Word,1151887,NA
655,ISI,1152902.5,NA
655,Trial,1152902.5,NA
655,Fixation,1153402,NA
655,Prime,1153601.8,NA
655,Blank,1153701.72,NA
655,Word,1154153,NA
655,ISI,1155167.04,NA
655,Trial,1155167.04,NA
655,Experiment Block 3,1155167.04,NA
655,Frame 3,1155173,NA
655,Break_3,1160574,NA
655,Sequence3,1160574,NA
655,Sequence overall blocks,1160574,NA
655,End of Task,1163599,NA
655,QC,1176421,Chicago
655,HRIES_hc2,1209698,NA
655,HRIES_hc3,1228404,NA
655,HRIES_ho2,1240862,NA
655,HRIES_ro3,1261485,NA
655,HRIES_rc2,1276698,NA
655,HRIES_ro2,1288427,NA
655,HRIES_rc3,1302771,NA
655,HRIES_rc1,1315727,NA
655,HRIES_ro1,1331359,NA
655,HRIES_ho1,1365915,NA
655,HRIES_hc1,1378405,NA
655,HRIES_ho3,1387598,NA
655,Sequence HRIES,1387598,NA
655,Experience with Robots,1394686,keine
655,AttitudesAI,1416380,NA
655,Sequence Final Questionnaires,1416380,NA
655,Comments,1453352,NA
655,Debriefing,1460274,NA
655,Thank_you,1463434,NA
655,root,1463434,NA
642,Welcome,43025.93000000343,NA
642,Participant Info and Consent,102620.82000006922,NA
642,Demographic_questions,155701.0200000368,yes
642,Instruction,181009.39000002109,NA
642,Fixation,181553.452,NA
642,Prime,181753.377,NA
642,Blank,181853.36,NA
642,Word,182493.38499992155,NA
642,ISI,183486.29,NA
642,Sequence,183486.29,NA
642,Fixation,183986.179,NA
642,Prime,184186.139,NA
642,Blank,184285.53,NA
642,Word,186095.4400000628,NA
642,ISI,187085.481,NA
642,Sequence,187085.481,NA
642,Fixation,187584.778,NA
642,Prime,187785.26,NA
642,Blank,187884.67,NA
642,Word,189053.665000014,NA
642,ISI,190051.389,NA
642,Sequence,190051.389,NA
642,Fixation,190550.796,NA
642,Prime,190751.212,NA
642,Blank,190851.16,NA
642,Word,191770.1300000772,NA
642,ISI,192767.355,NA
642,Sequence,192767.355,NA
642,Fixation,193267.277,NA
642,Prime,193467.24,NA
642,Blank,193566.674,NA
642,Word,194227.7850001119,NA
642,ISI,195216.818,NA
642,Sequence,195216.818,NA
642,Fixation,195716.702,NA
642,Prime,195916.633,NA
642,Blank,196016.075,NA
642,Word,196644.27000004798,NA
642,ISI,197632.89,NA
642,Sequence,197632.89,NA
642,Fixation,198132.363,NA
642,Prime,198332.777,NA
642,Blank,198432.154,NA
642,Word,199166.035000002,NA
642,ISI,200165.63,NA
642,Sequence,200165.63,NA
642,Fixation,200665.519,NA
642,Prime,200865.462,NA
642,Blank,200965.468,NA
642,Word,201786.7700001225,NA
642,ISI,202781.679,NA
642,Sequence,202781.679,NA
642,Fixation,203281.556,NA
642,Prime,203481.521,NA
642,Blank,203580.964,NA
642,Word,204317.98999989405,NA
642,ISI,205313.892,NA
642,Sequence,205313.892,NA
642,Fixation,205814.275,NA
642,Prime,206014.214,NA
642,Blank,206114.202,NA
642,Word,206771.00499998778,NA
642,ISI,207763.815,NA
642,Sequence,207763.815,NA
642,Fixation,208263.152,NA
642,Prime,208463.635,NA
642,Blank,208563.581,NA
642,Word,209350.61000008136,NA
642,ISI,210346.518,NA
642,Sequence,210346.518,NA
642,Fixation,210846.405,NA
642,Prime,211046.35,NA
642,Blank,211146.157,NA
642,Word,212370.73999992572,NA
642,ISI,213362.465,NA
642,Sequence,213362.465,NA
642,Practice Trials,213362.465,NA
642,Frame Practice,213368.41499991715,NA
642,Instruction,230411.48000000976,NA
642,Fixation,230907.779,NA
642,Prime,231107.734,NA
642,Blank,231207.84,NA
642,Word,231910.889999941,NA
642,ISI,232907.781,NA
642,Trial,232907.781,NA
642,Fixation,233407.669,NA
